Date,AvgPrice
2019-12-18,3193.99243
2019-12-17,3194.29248
2019-12-16,3189.10492
2019-12-13,3168.65997
2019-12-12,3156.13751
2019-12-11,3138.64246
2019-12-10,3134.02258
2019-12-09,3140.53754
2019-12-06,3141.43756
2019-12-05,3114.96246
2019-12-04,3109.54248
2019-12-03,3086.47748
2019-12-02,3128.20258
2019-11-29,3144.45001
2019-11-27,3149.19745
2019-11-26,3137.26501
2019-11-25,3125.58746
2019-11-22,3108.45752
2019-11-21,3104.17255
2019-11-20,3108.37494
2019-11-19,3122.18494
2019-11-18,3119.04248
2019-11-15,3113.35999
2019-11-14,3092.20996
2019-11-13,3088.77002
2019-11-12,3092.11505
2019-11-11,3082.87256
2019-11-08,3085.25006
2019-11-07,3087.54999
2019-11-06,3074.02753
2019-11-05,3077.88
2019-11-04,3079.32501
2019-11-01,3058.82495
2019-10-31,3038.63745
2019-10-30,3040.64252
2019-10-29,3038.73999
2019-10-28,3036.93506
2019-10-25,3013.79999
2019-10-24,3010.39001
2019-10-23,2998.63
2019-10-22,3004.08252
2019-10-21,3001.47003
2019-10-18,2989.83752
2019-10-17,2999.70001
2019-10-16,2990.52747
2019-10-15,2986.54504
2019-10-14,2966.935
2019-10-11,2972.42255
2019-10-10,2930.565
2019-10-09,2916.8075
2019-10-08,2907.89746
2019-10-07,2944.61249
2019-10-04,2935.71753
2019-10-03,2890.7699
2019-10-02,2903.02502
2019-10-01,2963.79248
2019-09-30,2973.68256
2019-09-27,2970.02502
2019-09-26,2978.58502
2019-09-25,2973.9751
2019-09-24,2983.685
2019-09-23,2989.16498
2019-09-20,3000.38501
2019-09-19,3010.57501
2019-09-18,2998.65753
2019-09-17,3000.32745
2019-09-16,2996.80743
2019-09-13,3009.95746
2019-09-12,3010.07751
2019-09-11,2989.64496
2019-09-10,2971.69995
2019-09-09,2981.41992
2019-09-06,2979.14502
2019-09-05,2970.76508
2019-09-04,2930.78754
2019-09-03,2905.38
2019-08-30,2929.32501
2019-08-29,2917.78003
2019-08-28,2873.07501
2019-08-27,2880.41998
2019-08-26,2870.08746
2019-08-23,2880.04004
2019-08-22,2924.37
2019-08-21,2923.27747
2019-08-20,2910.6875
2019-08-19,2920.40247
2019-08-16,2877.94745
2019-08-15,2843.995
2019-08-14,2867.13495
2019-08-13,2906.85004
2019-08-12,2892.6225
2019-08-09,2921.26495
2019-08-08,2916.8725
2019-08-07,2865.12744
2019-08-06,2868.69244
2019-08-05,2865.75006
2019-08-02,2933.89001
2019-08-01,2973.17505
2019-07-31,2993.01996
2019-07-30,3009.74243
2019-07-29,3021.33752
2019-07-26,3019.92004
2019-07-25,3008.37
2019-07-24,3008.68506
2019-07-23,2998.66748
2019-07-22,2983.57996
2019-07-19,2990.68756
2019-07-18,2986.33759
2019-07-17,2994.75751
2019-07-16,3008.08496
2019-07-15,3014.66754
2019-07-12,3008.23004
2019-07-11,2997.66504
2019-07-10,2992.49255
2019-07-09,2972.62244
2019-07-08,2976.64252
2019-07-05,2984.16498
2019-07-03,2986.92505
2019-07-02,2966.69995
2019-07-01,2966.47247
2019-06-28,2936.9325
2019-06-27,2923.11249
2019-06-26,2921.35754
2019-06-25,2931.42249
2019-06-24,2948.935
2019-06-21,2953.54749
2019-06-20,2948.33502
2019-06-19,2922.54498
2019-06-18,2915.17249
2019-06-17,2890.9975
2019-06-14,2886.96753
2019-06-13,2888.77747
2019-06-12,2881.45502
2019-06-11,2894.53253
2019-06-10,2890.71002
2019-06-07,2866.01257
2019-06-06,2836.63751
2019-06-05,2818.10999
2019-06-04,2783.25995
2019-06-03,2746.96503
2019-05-31,2759.42749
2019-05-30,2787.88501
2019-05-29,2782.84003
2019-05-28,2818.6275
2019-05-24,2830.005
2019-05-23,2825.28247
2019-05-22,2857.22754
2019-05-21,2860.32001
2019-05-20,2841.83002
2019-05-17,2864.46002
2019-05-16,2870.01752
2019-05-15,2836.27496
2019-05-14,2831.79755
2019-05-13,2823.41998
2019-05-10,2865.29999
2019-05-09,2860.73248
2019-05-08,2882.5675
2019-05-07,2893.17755
2019-05-06,2919.22247
2019-05-03,2937.97748
2019-05-02,2917.96497
2019-05-01,2938.38751
2019-04-30,2938.82501
2019-04-29,2943.12006
2019-04-26,2930.78247
2019-04-25,2925.27502
2019-04-24,2931.03253
2019-04-23,2922.1275
2019-04-22,2903.15253
2019-04-18,2902.53497
2019-04-17,2907.48499
2019-04-16,2909.02252
2019-04-15,2904.99506
2019-04-12,2904.29504
2019-04-11,2888.91248
2019-04-10,2884.60498
2019-04-09,2881.2475
2019-04-08,2890.23999
2019-04-05,2888.28247
2019-04-04,2875.44995
2019-04-03,2874.97748
2019-04-02,2866.78247
2019-04-01,2858.4624
2019-03-29,2829.48248
2019-03-28,2810.82996
2019-03-27,2809.59253
2019-03-26,2816.245
2019-03-25,2797.29504
2019-03-22,2822.96497
2019-03-21,2838.07245
2019-03-20,2827.88501
2019-03-19,2837.255
2019-03-18,2828.23749
2019-03-15,2818.69751
2019-03-14,2809.32996
2019-03-13,2807.92999
2019-03-12,2790.97754
2019-03-11,2765.63007
2019-03-08,2735.065
2019-03-07,2755.45001
2019-03-06,2780.16998
2019-03-05,2790.86743
2019-03-04,2797.92999
2019-03-01,2799.32745
2019-02-28,2787.21002
2019-02-27,2787.69244
2019-02-26,2794.71252
2019-02-25,2802.23505
2019-02-22,2786.66248
2019-02-21,2775.3125
2019-02-20,2781.92249
2019-02-19,2775.91504
2019-02-15,2767.935
2019-02-14,2744.58997
2019-02-13,2753.45251
2019-02-12,2734.53503
2019-02-11,2711.01001
2019-02-08,2697.53503
2019-02-07,2707.54004
2019-02-06,2732.22253
2019-02-05,2732.26251
2019-02-04,2713.77502
2019-02-01,2705.59747
2019-01-31,2694.29749
2019-01-30,2668.36255
2019-01-29,2641.71747
2019-01-28,2639.46252
2019-01-25,2662.97748
2019-01-24,2638.84503
2019-01-23,2637.0575
2019-01-22,2641.48242
2019-01-18,2661.25751
2019-01-17,2624.16504
2019-01-16,2617.32251
2019-01-15,2598.39508
2019-01-14,2580.66254
2019-01-11,2589.51001
2019-01-10,2582.4975
2019-01-09,2582.29248
2019-01-08,2567.47504
2019-01-07,2544.005
2019-01-04,2504.66754
2019-01-03,2469.22742
2019-01-02,2493.48749
2018-12-31,2499.46252
2018-12-28,2494.41748
2018-12-27,2454.59253
2018-12-26,2411.29004
2018-12-24,2378.27509
2018-12-21,2448.73999
2018-12-20,2478.74994
2018-12-19,2532.065
2018-12-18,2552.18994
2018-12-17,2567.08997
2018-12-14,2614.63501
2018-12-13,2654.17499
2018-12-12,2661.25
2018-12-11,2649.21753
2018-12-10,2624.83002
2018-12-07,2664.005
2018-12-06,2669.28497
2018-12-04,2741.39996
2018-12-03,2788.60748
2018-11-30,2747.89246
2018-11-29,2737.86499
2018-11-28,2715.90497
2018-11-27,2671.08496
2018-11-26,2661.935
2018-11-23,2636.14008
2018-11-21,2657.05499
2018-11-20,2649.36249
2018-11-19,2708.92999
2018-11-16,2728.42999
2018-11-15,2707.46246
2018-11-14,2718.00751
2018-11-13,2730.45251
2018-11-12,2749.53497
2018-11-09,2783.36255
2018-11-08,2805.73749
2018-11-07,2794.32489
2018-11-06,2746.9375
2018-11-05,2731.72253
2018-11-02,2731.375
2018-11-01,2727.11755
2018-10-31,2714.90753
2018-10-30,2661.01996
2018-10-29,2658.57251
2018-10-26,2661.77246
2018-10-25,2692.7475
2018-10-24,2697.11255
2018-10-23,2726.685
2018-10-22,2764.49493
2018-10-19,2775.37
2018-10-18,2783
2018-10-17,2804.90747
2018-10-16,2789.33496
2018-10-15,2759.91003
2018-10-12,2760.71997
2018-10-11,2752.72253
2018-10-10,2829.61499
2018-10-09,2882.98755
2018-10-08,2878.3725
2018-10-05,2891.76001
2018-10-04,2906.16504
2018-10-03,2929.60504
2018-10-02,2924.505
2018-10-01,2926.46252
2018-09-28,2913.01001
2018-09-27,2915.53497
2018-09-26,2914.34497
2018-09-25,2918.73999
2018-09-24,2919.40503
2018-09-21,2933.61249
2018-09-20,2926.2525
2018-09-19,2907.68256
2018-09-18,2899.16248
2018-09-17,2895.85999
2018-09-14,2903.85748
2018-09-13,2901.04498
2018-09-12,2887.76495
2018-09-11,2879.69
2018-09-10,2880.34741
2018-09-07,2871.96753
2018-09-06,2881.50751
2018-09-05,2887.83002
2018-09-04,2894.74744
2018-08-31,2899.48505
2018-08-30,2904.43744
2018-08-29,2907.39001
2018-08-28,2899.06
2018-08-27,2891.09247
2018-08-24,2868.88751
2018-08-23,2860.02002
2018-08-22,2861.60004
2018-08-21,2864.755
2018-08-20,2855.34003
2018-08-17,2844.45245
2018-08-16,2838.51495
2018-08-15,2819.19
2018-08-14,2834.38251
2018-08-13,2830.16742
2018-08-10,2835.04749
2018-08-09,2856.3075
2018-08-08,2857.505
2018-08-07,2858.42993
2018-08-06,2844.98999
2018-08-03,2834.43005
2018-08-02,2813.48749
2018-08-01,2816.55255
2018-07-31,2814.63501
2018-07-30,2810.36255
2018-07-27,2828.17004
2018-07-26,2838.44
2018-07-25,2832.39001
2018-07-24,2820.54749
2018-07-23,2802.47498
2018-07-20,2804.02252
2018-07-19,2806.42004
2018-07-18,2812.40503
2018-07-17,2800.58002
2018-07-16,2797.59247
2018-07-13,2798.61499
2018-07-12,2790.54498
2018-07-11,2777.63
2018-07-10,2791.05505
2018-07-09,2778.79248
2018-07-06,2748.85748
2018-07-05,2728.66254
2018-07-03,2723.5575
2018-07-02,2714.46747
2018-06-29,2726.69751
2018-06-28,2707.83252
2018-06-27,2718.38745
2018-06-26,2723.42255
2018-06-25,2725.40497
2018-06-22,2758.12994
2018-06-21,2758.17749
2018-06-20,2768.95502
2018-06-19,2755.71002
2018-06-18,2767.91254
2018-06-15,2775.495
2018-06-14,2782.82001
2018-06-13,2782.42242
2018-06-12,2785.25757
2018-06-11,2783.13995
2018-06-08,2771.96252
2018-06-07,2771.3175
2018-06-06,2761.61249
2018-06-05,2747.34503
2018-06-04,2744.56
2018-06-01,2727.23749
2018-05-31,2712.35748
2018-05-30,2714.55249
2018-05-29,2695.61255
2018-05-25,2721.82007
2018-05-24,2724.51245
2018-05-23,2722.53503
2018-05-22,2731.72498
2018-05-21,2733.32245
2018-05-18,2714.75
2018-05-17,2720.78998
2018-05-16,2718.7525
2018-05-15,2712.63501
2018-05-14,2734.04248
2018-05-11,2725.1825
2018-05-10,2714.68506
2018-05-09,2687.83002
2018-05-08,2668.42999
2018-05-07,2675.255
2018-05-04,2642.77997
2018-05-03,2622.39252
2018-05-02,2645.62
2018-05-01,2644.60999
2018-04-30,2665.36755
2018-04-27,2670.435
2018-04-26,2660.55743
2018-04-25,2633.07245
2018-04-24,2654.05756
2018-04-23,2671.63501
2018-04-20,2679.3125
2018-04-19,2694.75745
2018-04-18,2709.96747
2018-04-17,2701.13
2018-04-16,2674.89752
2018-04-13,2664.6275
2018-04-12,2661.59253
2018-04-11,2646.68994
2018-04-10,2649.1275
2018-04-09,2623.66998
2018-04-06,2623.35999
2018-04-05,2660.46509
2018-04-04,2613.05005
2018-04-03,2600.31244
2018-04-02,2601.85748
2018-03-29,2631.01752
2018-03-28,2610.5025
2018-03-27,2637.77258
2018-03-26,2635.26758
2018-03-23,2619.63245
2018-03-22,2668.08002
2018-03-21,2718.96246
2018-03-20,2716.565
2018-03-19,2722.56744
2018-03-16,2753.60004
2018-03-15,2751.52502
2018-03-14,2761.25751
2018-03-13,2779.54999
2018-03-12,2787.45001
2018-03-09,2769.39752
2018-03-08,2733.70496
2018-03-07,2717.33002
2018-03-06,2725.41003
2018-03-05,2701.46002
2018-03-02,2673.42749
2018-03-01,2695.85742
2018-02-28,2735.66754
2018-02-27,2764.52496
2018-02-26,2767.84753
2018-02-23,2731.15002
2018-02-22,2710.85248
2018-02-21,2717.72504
2018-02-20,2720.90253
2018-02-16,2734.72247
2018-02-15,2716.4975
2018-02-14,2675.20251
2018-02-13,2653.78253
2018-02-12,2646.95251
2018-02-09,2598.17249
2018-02-08,2632.96002
2018-02-07,2695.40247
2018-02-06,2651.00751
2018-02-05,2697.88995
2018-02-02,2784.98492
2018-02-01,2821.77246
2018-01-31,2827.13
2018-01-30,2827.79749
2018-01-29,2860.71503
2018-01-26,2859.85004
2018-01-25,2841.2475
2018-01-24,2840.185
2018-01-23,2836.7525
2018-01-22,2820.82001
2018-01-19,2805.32758
2018-01-18,2799.70502
2018-01-17,2793.24249
2018-01-16,2787.88995
2018-01-12,2778.47748
2018-01-11,2760.21753
2018-01-10,2745.16003
2018-01-09,2752.35999
2018-01-08,2744.1225
2018-01-05,2736.46246
2018-01-04,2722.91504
2018-01-03,2705.76257
2018-01-02,2689.44751
2017-12-29,2682.12256
2017-12-28,2685.9975
2017-12-27,2682.3175
2017-12-26,2680.07251
2017-12-22,2682.76001
2017-12-21,2685.65747
2017-12-20,2683.63751
2017-12-19,2687.33997
2017-12-18,2689.24243
2017-12-15,2668.80243
2017-12-14,2659.49506
2017-12-13,2666.29254
2017-12-12,2663.83502
2017-12-11,2655.995
2017-12-08,2648.36499
2017-12-07,2633.21997
2017-12-06,2628.66748
2017-12-05,2636.45001
2017-12-04,2650.21246
2017-12-01,2635.86505
2017-11-30,2643.29498
2017-11-29,2627.27502
2017-11-28,2616.52747
2017-11-27,2602.33997
2017-11-24,2601.86743
2017-11-22,2598.39001
2017-11-21,2594.63995
2017-11-20,2581.12744
2017-11-17,2580.84253
2017-11-16,2580.40747
2017-11-15,2566.09003
2017-11-14,2575.71002
2017-11-13,2580.8775
2017-11-10,2580.46503
2017-11-09,2580.36255
2017-11-08,2590.89496
2017-11-07,2591.03003
2017-11-06,2589.40991
2017-11-03,2583.73999
2017-11-02,2576.64752
2017-11-01,2581.47247
2017-10-31,2575.42249
2017-10-30,2574.71503
2017-10-27,2575.0625
2017-10-26,2561.83752
2017-10-25,2558.76746
2017-10-24,2568.88745
2017-10-23,2571.42004
2017-10-20,2571.4425
2017-10-19,2556.4425
2017-10-18,2561.97754
2017-10-17,2557.73248
2017-10-16,2556.32996
2017-10-13,2554.64246
2017-10-12,2551.86249
2017-10-11,2552.26251
2017-10-10,2550.17999
2017-10-09,2547.38501
2017-10-06,2547.49249
2017-10-05,2546.36505
2017-10-04,2535.88751
2017-10-03,2532.22504
2017-10-02,2524.98749
2017-09-29,2514.1875
2017-09-28,2506.80249
2017-09-27,2504.5
2017-09-26,2499.12756
2017-09-25,2496.65497
2017-09-22,2499.8725
2017-09-21,2503.47998
2017-09-20,2505.15002
2017-09-19,2505.99249
2017-09-18,2503.65503
2017-09-15,2497.32245
2017-09-14,2494.99005
2017-09-13,2495.6925
2017-09-12,2493.89001
2017-09-11,2481.52502
2017-09-08,2462.54749
2017-09-07,2465.51758
2017-09-06,2464.55249
2017-09-05,2461.68005
2017-09-01,2476.29999
2017-08-31,2467.98993
2017-08-30,2451.93256
2017-08-29,2438.90747
2017-08-28,2444.93506
2017-08-25,2445.98749
2017-08-24,2443.36493
2017-08-23,2444.81244
2017-08-22,2443.67499
2017-08-21,2425.45007
2017-08-18,2428.53748
2017-08-17,2446.9975
2017-08-16,2468.88251
2017-08-15,2465.94501
2017-08-14,2460.995
2017-08-11,2442.07507
2017-08-10,2451.67993
2017-08-09,2468.96503
2017-08-08,2478.61505
2017-08-07,2478.71991
2017-08-04,2476.44751
2017-08-03,2473.26752
2017-08-02,2476.20245
2017-08-01,2475.77502
2017-07-31,2473.1825
2017-07-28,2469.85254
2017-07-27,2475.53748
2017-07-26,2478.60748
2017-07-25,2477.78992
2017-07-24,2470.34253
2017-07-21,2469.38501
2017-07-20,2473.76501
2017-07-19,2468.84009
2017-07-18,2456.9375
2017-07-17,2459.65497
2017-07-14,2454.66498
2017-07-13,2445.95752
2017-07-12,2440.1275
2017-07-11,2423.74255
2017-07-10,2426.55249
2017-07-07,2419.78497
2017-07-06,2416.29248
2017-07-05,2430.0675
2017-07-03,2432.06494
2017-06-30,2426.74243
2017-06-29,2427.62744
2017-06-28,2435.09497
2017-06-27,2428.81244
2017-06-26,2442.46002
2017-06-23,2436.36499
2017-06-22,2436.69751
2017-06-21,2436.97253
2017-06-20,2443.73749
2017-06-19,2447.90503
2017-06-16,2430.10492
2017-06-15,2427.26996
2017-06-14,2438.44
2017-06-13,2436.8175
2017-06-12,2426.40491
2017-06-09,2432.51495
2017-06-08,2433.8175
2017-06-07,2431.29999
2017-06-06,2431.39502
2017-06-05,2436.95007
2017-06-02,2434.57251
2017-06-01,2422.32751
2017-05-31,2411.7525
2017-05-30,2412.31744
2017-05-26,2414.79999
2017-05-25,2412.83252
2017-05-24,2402.34247
2017-05-23,2397.54749
2017-05-22,2390.90247
2017-05-19,2378.14752
2017-05-18,2362.21747
2017-05-17,2370.26501
2017-05-16,2401.76001
2017-05-15,2398.57251
2017-05-12,2390.74243
2017-05-11,2391.685
2017-05-10,2397.23749
2017-05-09,2398.70251
2017-05-08,2398.64996
2017-05-05,2395.08252
2017-05-04,2387.77252
2017-05-03,2386.04999
2017-05-02,2390.24249
2017-05-01,2389.03754
2017-04-28,2388.47998
2017-04-27,2388.3125
2017-04-26,2390.34247
2017-04-25,2385.9375
2017-04-24,2372.66248
2017-04-21,2351.02997
2017-04-20,2350.20251
2017-04-19,2343.15997
2017-04-18,2341.90253
2017-04-17,2340.82001
2017-04-13,2337.03497
2017-04-12,2347.74493
2017-04-11,2350.04248
2017-04-10,2358.04749
2017-04-07,2356.65753
2017-04-06,2356.08496
2017-04-05,2362.10504
2017-04-04,2356.54248
2017-04-03,2357.94507
2017-03-31,2365.12256
2017-03-30,2364.59253
2017-03-29,2358.49249
2017-03-28,2349.9425
2017-03-27,2334.46252
2017-03-24,2346.58997
2017-03-23,2348.24493
2017-03-22,2344.92749
2017-03-21,2361.79248
2017-03-20,2375.22998
2017-03-17,2381.32745
2017-03-16,2383.59247
2017-03-15,2378.63751
2017-03-14,2365.1825
2017-03-13,2371.99249
2017-03-10,2371.25507
2017-03-09,2362.99506
2017-03-08,2366.72253
2017-03-07,2369.94
2017-03-06,2374.33002
2017-03-03,2380.82996
2017-03-02,2387.89746
2017-03-01,2389.29993
2017-02-28,2364.11749
2017-02-27,2367.09753
2017-02-24,2360.82007
2017-02-23,2363.66504
2017-02-22,2361.85004
2017-02-21,2360.47742
2017-02-17,2346.22748
2017-02-16,2346.76001
2017-02-15,2342.73505
2017-02-14,2330.86255
2017-02-13,2325.74249
2017-02-10,2314.67505
2017-02-09,2303.06506
2017-02-08,2291.37744
2017-02-07,2294.6275
2017-02-06,2292.89752
2017-02-03,2293.03748
2017-02-02,2278.28998
2017-02-01,2281.67999
2017-01-31,2274.79755
2017-01-30,2280.23999
2017-01-27,2296.08752
2017-01-26,2297.59497
2017-01-25,2293.91998
2017-01-24,2274.81494
2017-01-23,2265.44501
2017-01-20,2270.81
2017-01-19,2267.08246
2017-01-18,2269.09747
2017-01-17,2267.97998
2017-01-13,2274.39246
2017-01-12,2266.90247
2017-01-11,2270.01758
2017-01-10,2270.78998
2017-01-09,2271.71997
2017-01-06,2273.57001
2017-01-05,2267.28247
2017-01-04,2266.69257
2017-01-03,2254.60248
2016-12-30,2244.4101
2016-12-29,2249.45752
2016-12-28,2260.14252
2016-12-27,2268.76996
2016-12-23,2261.66754
2016-12-22,2260.78748
2016-12-21,2268.02496
2016-12-20,2268.98999
2016-12-19,2261.86249
2016-12-16,2261.79254
2016-12-15,2260.42255
2016-12-14,2261.5675
2016-12-13,2268.97253
2016-12-12,2258.04755
2016-12-09,2254.57251
2016-12-08,2244.14496
2016-12-07,2225.65747
2016-12-06,2208.62
2016-12-05,2203.68744
2016-12-02,2192.34753
2016-12-01,2195.32251
2016-11-30,2204.17255
2016-11-29,2203.50745
2016-11-28,2205.85748
2016-11-25,2209.81006
2016-11-23,2200.625
2016-11-22,2200.95251
2016-11-21,2192.43494
2016-11-18,2184.75494
2016-11-17,2182.61005
2016-11-16,2176.47247
2016-11-15,2173.97498
2016-11-14,2164.32001
2016-11-11,2161.39246
2016-11-10,2167.10999
2016-11-09,2147.56757
2016-11-08,2134.97754
2016-11-07,2116.17505
2016-11-04,2087.95752
2016-11-03,2093.8125
2016-11-02,2103.28247
2016-11-01,2117.42499
2016-10-31,2128.67749
2016-10-28,2129.67999
2016-10-27,2139.1875
2016-10-26,2138.42999
2016-10-25,2146.56244
2016-10-24,2150.38251
2016-10-21,2138.32745
2016-10-20,2141.11749
2016-10-19,2142.92249
2016-10-18,2139.44501
2016-10-17,2129.8725
2016-10-14,2138.70746
2016-10-13,2128.92999
2016-10-12,2138.745
2016-10-11,2147.12006
2016-10-10,2163.50995
2016-10-07,2157.16003
2016-10-06,2158.04999
2016-10-05,2158.49493
2016-10-04,2155.83252
2016-10-03,2161.17749
2016-09-30,2164.14752
2016-09-29,2159.47491
2016-09-28,2164.35254
2016-09-27,2152.16248
2016-09-26,2152.05505
2016-09-23,2168.92499
2016-09-22,2174.76245
2016-09-21,2153.09509
2016-09-20,2143.91748
2016-09-19,2143.15753
2016-09-16,2140.82996
2016-09-15,2136.57257
2016-09-14,2128.71503
2016-09-13,2137.0575
2016-09-12,2140.58008
2016-09-09,2148.44507
2016-09-08,2181.6225
2016-09-07,2184.5675
2016-09-06,2182.44006
2016-09-02,2178.98254
2016-09-01,2168.21008
2016-08-31,2169.91254
2016-08-30,2177.0625
2016-08-29,2176.05994
2016-08-26,2173.11749
2016-08-25,2173.625
2016-08-24,2179.60999
2016-08-23,2188.73248
2016-08-22,2181.33246
2016-08-19,2182.06
2016-08-18,2184.10248
2016-08-17,2177.91003
2016-08-16,2182.19244
2016-08-15,2189.03003
2016-08-12,2183.3725
2016-08-11,2182.54498
2016-08-10,2178.42749
2016-08-09,2182.5625
2016-08-08,2181.98499
2016-08-05,2175.83008
2016-08-04,2163.755
2016-08-03,2159.23755
2016-08-02,2161.1875
2016-08-01,2172.1225
2016-07-29,2170.75256
2016-07-28,2167.17505
2016-07-27,2167.61005
2016-07-26,2167.96747
2016-07-25,2169.46246
2016-07-22,2169.96252
2016-07-21,2168.09747
2016-07-20,2169.90997
2016-07-19,2162.80249
2016-07-18,2164.22748
2016-07-15,2162.92749
2016-07-14,2162.12494
2016-07-13,2152.22498
2016-07-12,2146.63495
2016-07-11,2135.93994
2016-07-08,2118.88745
2016-07-07,2099.19745
2016-07-06,2089.72498
2016-07-05,2089.87756
2016-07-01,2102.22498
2016-06-30,2085.24249
2016-06-29,2057.31995
2016-06-28,2021.38
2016-06-27,2013.78
2016-06-24,2069.40002
2016-06-23,2103.06006
2016-06-22,2089.8175
2016-06-21,2087.69244
2016-06-20,2083.76752
2016-06-17,2072.61499
2016-06-16,2068.58508
2016-06-15,2076.13751
2016-06-14,2074.34253
2016-06-13,2086.84753
2016-06-10,2101.29254
2016-06-09,2114.12494
2016-06-08,2116.27252
2016-06-07,2112.92743
2016-06-06,2106.10754
2016-06-03,2098.15753
2016-06-02,2099.20502
2016-06-01,2094.83502
2016-05-31,2097.30493
2016-05-27,2094.56006
2016-05-26,2090.73004
2016-05-25,2085.78247
2016-05-24,2065.25745
2016-05-23,2050.77753
2016-05-20,2048.60754
2016-05-19,2038.5925
2016-05-18,2046.77753
2016-05-17,2054.68997
2016-05-16,2057.89996
2016-05-13,2054.75751
2016-05-12,2064.59998
2016-05-11,2073.875
2016-05-10,2073.62994
2016-05-09,2058.67499
2016-05-06,2050.51996
2016-05-05,2052.39496
2016-05-04,2054.31757
2016-05-03,2068.15497
2016-05-02,2074.53247
2016-04-29,2065.81256
2016-04-28,2084.41504
2016-04-27,2092.41998
2016-04-26,2091.05255
2016-04-25,2086.01257
2016-04-22,2089.64752
2016-04-21,2096.46753
2016-04-20,2102.82251
2016-04-19,2098.14502
2016-04-18,2085.37
2016-04-15,2080.84003
2016-04-14,2082.90997
2016-04-13,2074.35992
2016-04-12,2052.5575
2016-04-11,2049.25748
2016-04-08,2048.86496
2016-04-07,2050.43253
2016-04-06,2055.66
2016-04-05,2053.18253
2016-04-04,2068.97748
2016-04-01,2062.11255
2016-03-31,2062.22247
2016-03-30,2063.17499
2016-03-29,2043.745
2016-03-28,2037.39252
2016-03-24,2031.73749
2016-03-23,2042.16751
2016-03-22,2048.9025
2016-03-21,2049.13251
2016-03-18,2046.06506
2016-03-17,2033.9725
2016-03-16,2020.88
2016-03-15,2013.0925
2016-03-14,2018.88251
2016-03-11,2008.49496
2016-03-10,1988.71747
2016-03-09,1985.80746
2016-03-08,1987.61252
2016-03-07,1998.3425
2016-03-04,1997.47501
2016-03-03,1987.51498
2016-03-02,1979.59
2016-03-01,1957.71997
2016-02-29,1942.36002
2016-02-26,1952.935
2016-02-25,1940.20248
2016-02-24,1917.61002
2016-02-23,1931.36749
2016-02-22,1935.26996
2016-02-19,1913.86752
2016-02-18,1922.62247
2016-02-17,1913.77502
2016-02-16,1883.55746
2016-02-12,1849.09003
2016-02-11,1833.29498
2016-02-10,1860.21997
2016-02-09,1850.96497
2016-02-08,1857.09998
2016-02-05,1894.70999
2016-02-04,1913.7475
2016-02-03,1902.45999
2016-02-02,1917.71002
2016-02-01,1935.95499
2016-01-29,1917.12
2016-01-28,1888.79749
2016-01-27,1893.78998
2016-01-26,1891.98502
2016-01-25,1891.4025
2016-01-22,1892.63751
2016-01-21,1867.31998
2016-01-20,1855.99503
2016-01-19,1884.00748
2016-01-15,1892.88
2016-01-14,1906.73001
2016-01-13,1916.84
2016-01-12,1932.06
2016-01-11,1921.63501
2016-01-08,1936.715
2016-01-07,1963.13995
2016-01-06,1998.1825
2016-01-05,2014.14999
2016-01-04,2019.685
2015-12-31,2052.67252
2015-12-30,2070.00256
2015-12-29,2070.25006
2015-12-28,2054.06
2015-12-24,2062.65002
2015-12-23,2053.35498
2015-12-22,2031.33749
2015-12-21,2015.06253
2015-12-18,2023.12503
2015-12-17,2058.42004
2015-12-16,2059.68002
2015-12-15,2037.09506
2015-12-14,2012.8725
2015-12-11,2028.92752
2015-12-10,2053.37
2015-12-09,2056.41251
2015-12-08,2065.78754
2015-12-07,2081.17249
2015-12-04,2072.0025
2015-12-03,2064.42001
2015-12-02,2090.65002
2015-12-01,2092.96497
2015-11-30,2086.39496
2015-11-27,2089.08752
2015-11-25,2089.36755
2015-11-24,2084.49249
2015-11-23,2088.25
2015-11-20,2087.96753
2015-11-19,2082.60999
2015-11-18,2068.21753
2015-11-17,2054.17496
2015-11-16,2036.96997
2015-11-13,2033.58502
2015-11-12,2059.05252
2015-11-11,2080.04999
2015-11-10,2078.12244
2015-11-09,2084.98505
2015-11-06,2095.86249
2015-11-05,2100.19995
2015-11-04,2106.12006
2015-11-03,2106.60248
2015-11-02,2092.9425
2015-10-30,2085.75507
2015-10-29,2088.22748
2015-10-28,2077.57257
2015-10-27,2065.96252
2015-10-26,2071.98248
2015-10-23,2067.81744
2015-10-22,2037.86749
2015-10-21,2026.89996
2015-10-20,2032.4075
2015-10-19,2030.53751
2015-10-16,2027.87
2015-10-15,2010.23749
2015-10-14,1999.54752
2015-10-13,2010.70248
2015-10-12,2015.58002
2015-10-09,2014.09
2015-10-08,2002.86752
2015-10-07,1988.47998
2015-10-06,1982.54001
2015-10-05,1971.22
2015-10-02,1929.54749
2015-10-01,1917.84497
2015-09-30,1903.71002
2015-09-29,1884.345
2015-09-28,1904.83502
2015-09-25,1935.41501
2015-09-24,1928.28503
2015-09-23,1941.02249
2015-09-22,1948.685
2015-09-21,1965.8125
2015-09-18,1972.70001
2015-09-17,1998.27997
2015-09-16,1987.13004
2015-09-15,1967.66998
2015-09-14,1956.85504
2015-09-11,1953.185
2015-09-10,1949.09
2015-09-09,1960
2015-09-08,1948.60754
2015-09-04,1931.98749
2015-09-03,1955.41251
2015-09-02,1932.70251
